"id","sexo","tramo_edad","quintil_ingreso","educ","ideologia","trade_crecimiento_desigualdad","trade_ambiente_empleo","trade_derechos_laborales","provision_pensiones","provision_salud","provision_educ_escolar","provision_educ_universitaria","provision_cuidado_ninos","provision_cuidado_mayores","zona","region","condicion_exp","emocion_pais","eval_pais_retro","eval_pais_prospectivo","problema_delincuencia","problema_migracion","problema_crecimiento","problema_desempleo","problema_salud","problema_corrupcion","problema_pobreza","problema_sueldos","problema_precios","problema_educacion","problema_pensiones","problema_vivienda","problema_genero","problema_ambiente","problema_transporte","problema_desigualdad","emergencia_economica","medida_imp_empresas","medida_tramites_amb","medida_gratuidad","medida_contrib_adulto","medida_imp_inversionistas","percep_benef_empresas","percep_necesarias","percep_prioriza_ricos","percep_bases_solidas","percep_confianza_plan","gob_distinto_campana","gob_favorece_ricos","gob_buen_camino","gob_capacidad","tiempo_confianza_gob","meta_prioritaria_kast","voto_2da_vuelta","eval_gobierno_kast","gob_vs_expectativa","intervencion_estado","trade_estado_grande","resp_estado_pensiones","resp_estado_empleo","resp_estado_educ_uni","resp_estado_salud","resp_estado_vivienda","resp_estado_transporte","resp_estado_internet","fichas_salud","fichas_educ","fichas_pensiones","fichas_seguridad","fichas_vivienda","fichas_fomento","fichas_redes","justo_pension_aporte","justo_educ_pago","justo_salud_pago","imp_prefiero_menos","imp_justo_ricos_mas","imp_mal_gasto_estado","imp_bajar_genera_empleo","chequeo_atencion","redistrib_reducir_diferencias","redistrib_ayuda_pobres","redistrib_nivel_vida_desemp","imp_aumentar_altos_ingresos","imp_herencia_ricos","educacion_nivel","actividad_principal","ingreso_hogar","llega_fin_mes","impacto_alza_precios","economia_hogar_retro","economia_hogar_prospectiva","autoubicacion_izq_der","edad_grupo_banda","educacion_nivel_r","ingreso_hogar_r","zona_r","autoubicacion_izq_der_r","ponderador","gse"
374,"Mujer","30-49","Q5","Universitaria o más","Ninguno",2,2,1,1,1,1,1,1,1,1,5,3,12,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,4,4,1,5,2,3,3,4,3,3,4,4,2,1,2,6,3,2,2,4,4,1,1,1,1,1,1,2,2,2,1,2,1,1,1,3,1,1,1,5,2,4,2,3,7,7,7,7,8,6,9,2,4,3,4,12,2,12,16,18,12,1.49954487986896,"ABC1"
375,"Hombre","30-49","Q1","Básica hasta media","Derecha",2,4,2,1,2,2,2,3,3,1,13,3,7,4,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,3,4,2,4,2,3,2,3,4,5,1,6,3,2,3,2,5,3,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,4,2,2,3,3,3,2,2,3,5,5,3,2,4,1,1,4,1,1,7,2,13,12,13,14,1.47943691484247,"E"
376,"Hombre","30-49","Q4","Universitaria o más","Centro",4,2,2,1,1,1,1,1,1,1,13,2,6,5,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,4,2,2,2,2,4,2,4,4,4,4,4,2,3,2,5,5,2,2,4,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,4,5,4,2,4,4,2,2,1,3,1,1,5,9,1,8,2,3,4,2,6,2,12,15,13,6,0.22085578461164,"ABC1"
377,"Hombre","18-29","Q1","Básica hasta media","Ninguno",3,2,4,2,2,1,1,1,1,5,8,2,5,5,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,5,3,3,4,4,1,1,1,1,1,1,2,2,1,1,2,1,2,1,4,1,1,1,3,4,3,2,7,5,5,4,6,5,2,2,NA,4,1,4,12,NA,13,12,19,12,3.36646211927794,"D"
378,"Hombre","30-49","Q4","Técnica superior","Izquierda",1,1,1,3,3,2,2,2,1,1,13,3,14,4,4,0,0,0,0,NA,0,0,0,1,0,0,1,0,0,0,0,3,2,4,2,5,3,5,1,5,2,2,4,5,1,1,NA,3,2,2,2,5,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,3,3,3,2,1,5,2,2,5,6,6,4,3,6,1,7,4,3,4,3,4,2,11,15,13,13,0.3280713277084,"C2"
379,"Mujer","50-99","Q5","Universitaria o más","Derecha",2,3,3,2,2,2,1,1,1,1,13,2,6,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,5,2,2,4,3,1,1,1,1,1,1,1,2,1,2,2,1,1,1,4,1,1,3,5,4,3,2,5,4,4,5,5,10,6,10,3,2,3,3,7,3,12,16,13,14,1.92593671789273,"ABC1"
380,"Hombre","50-99","Q4","Básica hasta media","Ninguno",2,2,3,2,2,2,1,1,1,4,12,3,2,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,4,2,4,4,5,2,5,2,2,5,5,2,2,5,4,2,2,3,5,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,4,3,2,3,4,4,2,2,4,7,5,7,7,5,3,8,3,2,2,2,12,3,13,15,19,12,4.03583030741315,"C2"
381,"Hombre","30-49","Q1","Básica hasta media","Ninguno",3,3,4,2,3,2,2,3,3,1,5,1,7,3,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,3,5,3,3,2,3,1,1,1,1,1,1,1,0,0,4,2,3,0,1,3,3,3,3,3,3,3,2,4,4,4,4,4,5,6,1,2,3,2,3,12,2,13,12,18,12,1.96849885829741,"D"
382,"Hombre","50-99","Q4","Técnica superior","Centro",2,1,1,2,1,2,2,2,1,1,13,1,7,4,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,1,1,3,3,5,3,4,4,3,5,5,1,2,2,3,3,2,2,4,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,3,1,1,3,5,5,1,2,7,7,7,7,7,6,1,7,2,3,2,2,6,3,11,15,13,6,0.56064704469477,"C3"
383,"Mujer","30-49","Q3","Universitaria o más","Izquierda",3,1,1,1,2,1,3,2,2,5,10,1,11,4,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5,1,1,5,5,1,3,3,4,4,4,4,3,3,1,3,3,2,2,2,3,1,1,1,2,1,1,2,2,4,0,2,3,0,0,1,3,3,3,1,1,5,1,2,4,6,4,7,7,9,1,5,3,3,2,4,4,2,12,14,19,13,0.17995597978465,"C2"
384,"Mujer","18-29","Q2","Básica hasta media","Derecha",3,2,2,1,2,2,2,2,1,5,8,3,12,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,1,5,4,1,3,3,4,4,3,3,4,4,3,1,3,2,2,3,3,1,1,2,2,2,1,2,1,1,1,4,1,1,1,5,2,1,3,3,4,3,2,1,7,5,2,4,5,2,3,2,3,3,3,7,1,13,13,19,14,3.37882191651179,"C3"
385,"Hombre","30-49","Q2","Universitaria o más","Derecha",3,1,3,1,2,1,2,1,1,5,8,3,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,2,5,4,2,4,1,4,4,1,2,4,4,2,3,1,1,3,4,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,5,1,1,2,3,2,4,2,6,6,6,3,3,9,4,3,1,4,3,4,8,2,12,13,19,14,0.07687800772673,"C2"
386,"Mujer","30-49","Q1","Básica hasta media","Derecha",3,3,3,2,2,1,2,1,3,1,5,2,2,4,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,3,3,4,3,2,3,3,4,4,3,4,3,4,3,3,6,1,1,3,3,3,1,1,2,1,1,1,2,2,1,1,2,1,1,2,3,2,2,4,3,4,3,2,1,3,4,4,4,5,5,1,1,3,3,5,11,2,13,12,18,14,2.24048013053387,"E"
387,"Hombre","50-99","Q3","Universitaria o más","Izquierda",4,4,2,2,1,1,1,1,1,1,13,1,12,3,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,4,5,2,2,4,4,4,4,3,4,4,4,2,2,2,1,5,2,2,4,4,1,1,1,1,1,1,1,3,0,2,4,0,1,0,4,1,1,1,4,4,2,2,6,5,5,5,6,9,1,6,2,4,4,4,5,3,12,14,13,13,0.09873838037047,"ABC1"
388,"Hombre","50-99","Q2","Básica hasta media","Ninguno",3,1,3,1,1,1,1,3,3,2,4,3,12,4,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,3,1,1,1,5,1,5,5,1,2,5,1,1,4,1,2,2,3,5,3,1,1,1,1,1,1,1,4,1,2,3,0,0,0,5,1,1,3,5,5,1,2,7,7,4,4,4,5,3,3,2,2,2,3,12,3,13,13,17,12,3.15108855295418,"D"
389,"Mujer","50-99","Q2","Universitaria o más","Centro",4,1,2,1,1,1,1,1,1,1,7,3,9,5,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,5,1,1,1,3,5,1,5,2,3,5,5,1,1,1,5,1,2,2,5,5,1,1,1,1,1,1,2,2,3,1,1,1,1,1,4,1,1,1,2,5,1,2,4,7,7,7,7,8,1,4,1,4,1,1,6,3,12,13,18,6,0.16926243570296,"C3"
390,"Hombre","30-49","Q4","Técnica superior","Centro",1,1,1,1,1,1,1,1,3,1,5,2,7,5,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,1,1,5,3,5,1,5,1,1,5,5,1,1,2,3,1,2,2,3,4,1,1,1,1,1,1,1,2,2,1,2,1,1,1,5,1,1,1,4,3,1,2,4,7,4,6,7,7,1,8,2,2,1,1,6,2,11,15,18,6,0.43652286052554,"C3"
391,"Hombre","50-99","Q3","Universitaria o más","Derecha",2,2,3,2,2,2,2,2,2,5,10,3,12,3,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,4,4,3,5,4,1,5,1,5,5,2,2,4,4,3,4,1,1,3,2,2,2,1,1,1,1,1,1,2,1,1,3,1,1,1,5,2,2,3,2,5,4,2,3,3,5,1,5,9,1,6,3,3,3,3,11,3,12,14,19,14,0.17708734506298,"C3"
392,"Mujer","30-49","Q4","Universitaria o más","Ninguno",2,1,1,1,2,2,2,1,2,3,1,2,12,4,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,5,2,1,3,4,3,1,5,5,3,1,3,5,3,2,2,3,3,1,2,1,1,1,2,2,2,3,1,1,1,1,1,4,2,3,3,4,4,2,2,5,2,2,5,3,9,1,8,2,4,4,3,12,2,12,15,17,12,0.54208332757144,"ABC1"
393,"Mujer","30-49","Q2","Universitaria o más","Derecha",4,3,3,1,1,1,1,1,1,1,7,3,12,3,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,3,4,3,4,4,3,3,4,3,4,3,4,1,1,1,2,2,3,3,1,1,1,1,1,1,1,2,2,1,1,2,1,1,5,5,5,2,5,3,4,2,6,6,6,6,5,9,1,3,1,3,2,2,8,2,12,13,18,14,0.09904654369927,"C3"
394,"Hombre","18-29","Q5","Universitaria o más","Derecha",2,4,2,3,2,2,2,3,3,1,13,3,12,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,2,4,4,2,4,4,4,3,4,4,4,3,4,5,3,1,2,2,2,3,1,1,1,1,2,1,2,1,2,1,3,1,1,1,4,2,2,2,4,4,2,2,4,5,4,5,5,9,1,9,3,3,2,4,7,1,12,16,13,14,0.82337274808815,"C2"
395,"Mujer","50-99","Q2","Básica hasta media","Ninguno",1,1,1,1,1,1,1,1,1,1,13,3,10,5,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,3,5,5,1,5,1,1,1,1,5,4,1,1,1,3,3,2,2,5,1,1,1,1,1,1,1,1,2,2,2,2,1,0,1,5,1,1,1,5,5,1,2,7,7,7,7,7,5,3,3,4,4,1,1,12,3,13,13,13,12,2.53751888192937,"C3"
396,"Mujer","50-99","Q2","Técnica superior","Izquierda",1,1,1,1,1,1,2,1,2,1,13,1,14,5,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,5,1,5,1,1,5,5,1,1,6,3,2,2,2,3,3,1,1,1,1,1,1,2,2,1,2,2,1,1,1,4,1,1,1,5,5,5,2,6,7,6,7,7,6,3,4,3,2,3,3,1,3,11,13,13,13,0.1889649980758,"D"
397,"Mujer","50-99","Q3","Básica hasta media","Derecha",4,4,2,1,1,1,1,1,1,1,13,1,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,6,1,1,3,3,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,4,1,1,2,4,4,4,2,1,1,7,4,7,5,1,5,2,3,2,4,11,3,13,14,13,14,3.42037267558685,"D"
398,"Hombre","30-49","Q2","Básica hasta media","Ninguno",3,4,2,3,2,1,3,1,1,1,5,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,2,3,3,4,4,4,4,3,3,5,5,3,3,2,1,3,3,3,1,1,1,1,1,1,2,2,2,2,2,1,1,0,3,1,2,4,5,3,1,2,4,7,7,4,4,5,4,4,2,4,3,3,12,2,13,13,18,12,1.73588443199174,"D"
399,"Hombre","30-49","Q2","Técnica superior","Ninguno",2,4,2,2,2,2,2,2,2,5,9,2,12,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,2,4,3,4,2,4,2,3,4,4,3,3,2,6,5,3,2,4,4,1,1,1,1,1,1,2,2,2,2,2,1,0,1,5,1,1,2,3,3,3,2,7,6,6,4,4,7,1,3,2,2,4,5,12,2,11,13,19,12,0.11419882033353,"C3"
400,"Hombre","30-49","Q2","Universitaria o más","Izquierda",2,1,1,1,1,1,1,1,1,2,4,1,12,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1,1,1,4,1,3,3,3,3,3,5,5,1,1,2,1,2,2,3,4,4,1,1,1,1,1,1,1,4,2,1,1,1,1,0,3,2,2,1,4,4,3,2,4,3,5,4,4,8,4,3,3,3,3,3,4,2,12,13,17,13,0.06058398654254,"C3"
401,"Hombre","30-49","Q3","Básica hasta media","Ninguno",1,1,1,2,2,2,2,2,2,1,13,2,14,4,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,4,1,5,2,5,2,2,5,5,1,1,1,2,2,2,2,5,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,4,4,4,3,5,4,2,2,6,6,6,7,7,5,5,5,3,3,3,2,12,2,13,14,13,12,1.75851565035362,"C3"
402,"Mujer","30-49","Q2","Técnica superior","Derecha",2,2,2,1,1,1,2,1,1,5,9,1,12,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,3,4,3,4,3,3,3,4,3,4,2,4,2,3,3,3,3,1,1,1,1,1,1,2,2,1,1,3,2,0,1,4,2,2,2,3,4,3,2,5,5,4,5,5,7,5,3,3,3,2,4,9,2,11,13,19,14,0.19831777178165,"C3"
403,"Hombre","18-29","Q4","Universitaria o más","Derecha",4,2,1,2,1,2,2,2,2,3,2,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,5,5,5,2,5,2,5,5,2,3,5,5,2,4,1,1,3,3,2,1,2,2,1,1,1,1,3,1,1,2,1,1,1,5,5,3,5,4,5,5,2,4,3,4,5,3,9,1,8,3,3,3,3,7,1,12,15,17,14,0.39604249411041,"ABC1"
404,"Hombre","50-99","Q4","Técnica superior","Centro",3,4,4,3,3,3,3,3,2,1,13,2,4,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,5,5,5,5,5,4,4,5,3,5,4,5,5,3,6,1,1,1,4,4,1,1,1,2,1,1,1,2,2,1,1,1,2,1,3,5,3,3,4,3,4,2,4,6,7,7,6,6,4,8,3,3,3,2,6,3,11,15,13,6,0.56064704469477,"C3"
405,"Hombre","30-49","Q2","Básica hasta media","Izquierda",3,2,3,3,3,1,3,3,3,1,13,1,8,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,2,3,3,3,4,4,4,7,7,3,2,2,3,3,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,3,1,5,2,3,3,2,1,7,4,1,4,3,1,3,2,2,3,2,4,2,13,13,13,13,1.30461417224806,"D"
406,"Hombre","50-99","Q3","Técnica superior","Derecha",1,2,3,1,1,1,1,1,1,5,8,1,1,4,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,2,4,4,4,3,4,4,4,4,4,4,2,2,4,4,1,2,2,4,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,5,2,2,3,2,5,3,2,4,3,3,3,1,7,1,5,2,3,2,2,7,3,11,14,19,14,0.26305528069971,"C3"
407,"Hombre","50-99","Q1","Técnica superior","Derecha",2,4,2,2,2,2,2,2,2,1,13,2,9,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,1,5,5,4,5,2,4,4,2,2,5,4,3,1,1,1,3,4,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,2,3,2,1,3,4,2,3,4,4,3,4,6,4,2,2,3,2,4,9,3,11,12,13,14,0.12339447366011,"E"
408,"Hombre","30-49","Q2","Básica hasta media","Izquierda",2,3,2,1,1,1,1,1,1,1,7,2,9,4,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,4,3,4,2,5,3,1,5,5,1,1,1,2,2,2,2,4,4,1,1,1,1,1,1,1,2,2,2,2,2,0,0,3,2,2,2,5,3,5,2,5,5,5,7,7,5,1,4,2,4,2,3,3,2,13,13,18,13,1.73588443199174,"C3"
409,"Mujer","30-49","Q1","Básica hasta media","Centro",1,1,1,1,1,1,1,1,1,5,16,2,12,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,5,2,5,1,5,4,1,5,5,1,1,2,1,2,2,3,4,1,1,1,1,1,1,2,2,3,5,2,0,0,0,0,4,1,1,1,2,4,1,2,6,4,5,4,1,4,4,1,2,4,1,1,6,2,13,12,19,6,3.01997889808302,"E"
