"id","sexo","tramo_edad","quintil_ingreso","educ","ideologia","trade_crecimiento_desigualdad","trade_ambiente_empleo","trade_derechos_laborales","provision_pensiones","provision_salud","provision_educ_escolar","provision_educ_universitaria","provision_cuidado_ninos","provision_cuidado_mayores","zona","region","condicion_exp","emocion_pais","eval_pais_retro","eval_pais_prospectivo","problema_delincuencia","problema_migracion","problema_crecimiento","problema_desempleo","problema_salud","problema_corrupcion","problema_pobreza","problema_sueldos","problema_precios","problema_educacion","problema_pensiones","problema_vivienda","problema_genero","problema_ambiente","problema_transporte","problema_desigualdad","emergencia_economica","medida_imp_empresas","medida_tramites_amb","medida_gratuidad","medida_contrib_adulto","medida_imp_inversionistas","percep_benef_empresas","percep_necesarias","percep_prioriza_ricos","percep_bases_solidas","percep_confianza_plan","gob_distinto_campana","gob_favorece_ricos","gob_buen_camino","gob_capacidad","tiempo_confianza_gob","meta_prioritaria_kast","voto_2da_vuelta","eval_gobierno_kast","gob_vs_expectativa","intervencion_estado","trade_estado_grande","resp_estado_pensiones","resp_estado_empleo","resp_estado_educ_uni","resp_estado_salud","resp_estado_vivienda","resp_estado_transporte","resp_estado_internet","fichas_salud","fichas_educ","fichas_pensiones","fichas_seguridad","fichas_vivienda","fichas_fomento","fichas_redes","justo_pension_aporte","justo_educ_pago","justo_salud_pago","imp_prefiero_menos","imp_justo_ricos_mas","imp_mal_gasto_estado","imp_bajar_genera_empleo","chequeo_atencion","redistrib_reducir_diferencias","redistrib_ayuda_pobres","redistrib_nivel_vida_desemp","imp_aumentar_altos_ingresos","imp_herencia_ricos","educacion_nivel","actividad_principal","ingreso_hogar","llega_fin_mes","impacto_alza_precios","economia_hogar_retro","economia_hogar_prospectiva","autoubicacion_izq_der","edad_grupo_banda","educacion_nivel_r","ingreso_hogar_r","zona_r","autoubicacion_izq_der_r","ponderador","gse"
816,"Mujer","30-49","Q2","Básica hasta media","Ninguno",3,4,3,1,1,1,1,1,1,1,13,1,5,3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,1,2,2,1,1,1,1,2,3,1,1,1,0,2,3,4,3,3,3,3,3,2,4,4,4,4,4,5,5,3,2,3,2,3,12,2,13,13,13,12,1.48486859345339,"D"
817,"Mujer","50-99","Q3","Técnica superior","Ninguno",1,1,1,1,1,1,1,1,1,1,13,3,14,5,5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,5,1,5,1,5,1,1,5,5,1,1,1,5,2,2,3,5,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3,1,1,3,4,4,1,2,2,7,7,5,4,7,5,6,1,4,2,1,12,3,11,14,13,12,0.25470971690636,"C3"
818,"Mujer","30-49","Q3","Universitaria o más","Izquierda",1,1,2,2,2,2,1,1,2,1,13,2,9,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,1,1,1,1,5,1,5,1,1,5,5,1,1,2,5,2,2,2,4,5,1,1,1,1,1,1,2,2,2,2,1,1,1,1,4,2,1,2,5,2,1,2,5,5,5,7,7,9,1,6,2,3,2,2,5,2,12,14,13,13,0.10033784162046,"ABC1"
819,"Mujer","50-99","Q4","Técnica superior","Derecha",2,2,1,2,2,2,2,2,1,1,13,2,12,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,4,1,4,2,5,2,3,5,5,3,4,2,2,2,2,3,4,5,1,1,1,1,1,1,1,0,10,0,0,0,0,0,4,2,1,2,4,4,2,2,4,3,3,6,7,7,1,8,3,2,3,2,9,3,11,15,13,14,0.97362015067319,"C2"
820,"Mujer","50-99","Q1","Básica hasta media","Centro",1,2,1,1,1,1,1,1,1,2,3,3,12,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,3,4,4,3,3,4,3,4,5,2,2,3,3,5,6,1,3,2,4,4,1,1,1,1,1,1,1,1,1,3,2,1,1,1,3,1,1,1,5,5,3,2,7,7,7,7,7,3,1,2,2,4,2,4,6,3,13,12,17,6,4.03583030741315,"D"
821,"Hombre","30-49","Q2","Básica hasta media","Centro",4,4,4,3,3,2,3,3,3,1,13,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,5,4,3,4,3,3,3,4,3,3,4,3,3,2,3,2,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,0,0,0,3,5,3,3,4,4,2,2,4,4,4,4,4,4,1,3,3,2,3,3,6,2,13,13,13,6,1.30461417224806,"D"
822,"Mujer","30-49","Q3","Universitaria o más","Derecha",2,2,3,1,1,1,2,1,1,4,12,3,2,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,2,4,5,4,4,5,3,5,3,2,1,2,3,5,3,5,3,3,4,5,1,1,1,1,1,1,1,2,2,2,1,1,1,1,3,2,1,2,4,5,5,2,7,6,6,5,5,9,1,5,1,3,3,3,7,2,12,14,19,14,0.17995597978465,"C2"
823,"Mujer","30-49","Q1","Básica hasta media","Centro",1,1,1,1,1,1,1,1,1,5,16,2,12,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,5,2,5,1,5,4,1,5,5,1,1,2,1,2,2,3,4,1,1,1,1,1,1,2,2,3,5,2,0,0,0,0,4,1,1,1,2,4,1,2,6,4,5,4,1,4,4,1,2,4,1,1,6,2,13,12,19,6,3.01997889808302,"E"
824,"Hombre","18-29","Q1","Universitaria o más","Centro",3,3,3,3,3,3,3,3,3,1,5,1,15,4,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,4,3,3,4,4,3,1,1,4,2,2,4,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,3,3,3,3,3,3,2,4,4,4,4,4,8,6,11,1,3,2,2,6,1,12,12,18,6,0.08205960473194,"E"
825,"Mujer","18-29","Q1","Técnica superior","Ninguno",3,3,4,2,1,1,2,2,2,5,9,2,6,3,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,5,3,3,5,3,1,2,5,3,5,5,5,3,2,2,4,2,3,3,3,3,1,1,1,1,1,1,2,2,2,2,2,1,1,0,2,2,1,1,5,3,5,2,7,7,7,7,7,6,1,1,1,3,2,1,12,1,11,12,19,12,0.28533283164049,"D"
826,"Hombre","30-49","Q4","Universitaria o más","Ninguno",1,1,1,1,1,1,1,1,1,1,13,1,14,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,1,1,1,3,1,5,1,5,1,1,5,5,1,1,6,7,3,2,2,5,1,1,1,1,1,1,1,1,3,3,1,0,3,0,0,5,2,2,1,4,4,1,2,4,7,7,7,7,9,1,8,3,4,4,4,12,2,12,15,13,12,0.22085578461164,"C2"
827,"Hombre","30-49","Q3","Universitaria o más","Ninguno",1,1,1,2,1,1,1,1,1,1,13,2,12,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,1,1,4,1,5,1,5,1,1,5,5,1,1,1,6,2,2,2,5,5,1,1,1,1,1,1,2,1,1,2,3,2,0,1,4,3,1,3,5,5,1,2,7,7,7,7,7,8,4,6,2,4,1,1,12,2,12,14,13,12,0.0577782971487,"C2"
828,"Mujer","30-49","Q2","Técnica superior","Derecha",2,2,2,1,1,1,2,1,1,5,9,1,12,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,3,4,3,4,3,NA,3,4,3,4,2,4,2,3,3,3,3,1,1,1,1,1,1,2,2,1,1,3,2,0,1,4,2,2,2,3,4,3,2,5,5,4,5,5,7,5,3,3,3,2,4,9,2,11,13,19,14,0.19831777178165,"C3"
829,"Mujer","50-99","Q2","Básica hasta media","Ninguno",1,1,1,1,1,1,1,1,1,1,13,3,10,5,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,3,5,5,1,5,1,1,1,1,5,4,1,1,1,3,3,2,2,5,1,1,1,1,1,1,1,1,2,2,2,2,1,0,1,5,1,1,1,5,5,1,2,7,7,7,7,7,5,3,3,4,4,1,1,12,3,13,13,13,12,2.53751888192937,"C3"
830,"Hombre","50-99","Q5","Universitaria o más","Derecha",2,4,2,2,2,2,2,2,2,1,13,3,12,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,4,5,4,2,5,3,5,4,2,2,4,4,2,3,1,2,2,4,1,1,1,2,1,1,1,2,2,2,2,2,1,1,0,5,2,1,2,4,5,4,2,5,4,4,5,5,9,1,9,3,3,3,2,10,3,12,16,13,14,1.10902668603265,"ABC1"
831,"Mujer","30-49","Q4","Universitaria o más","Ninguno",2,2,1,2,2,2,2,1,2,5,8,3,12,4,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,1,4,3,2,4,2,3,2,3,4,4,3,2,5,7,3,2,2,5,NA,1,2,NA,1,1,1,2,2,0,2,2,0,0,4,4,NA,1,3,5,4,2,2,4,4,4,6,6,9,1,7,3,3,3,3,12,2,12,15,19,12,0.68787626275319,"ABC1"
832,"Hombre","50-99","Q3","Básica hasta media","Izquierda",2,2,2,1,1,1,2,1,1,1,13,3,12,5,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,4,5,3,5,3,1,5,5,1,2,6,6,2,2,3,4,5,1,1,1,1,1,1,1,2,1,1,2,1,2,1,5,1,1,1,5,5,1,2,2,7,7,6,6,5,1,6,2,2,3,3,5,3,13,14,13,13,3.005159302725,"C3"
833,"Mujer","50-99","Q3","Universitaria o más","Ninguno",2,2,2,1,1,3,2,3,1,1,13,1,12,3,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,2,2,4,2,4,2,4,2,1,5,5,1,2,6,3,2,2,2,4,4,2,2,2,2,2,2,1,2,1,3,2,1,1,0,4,4,2,2,4,5,1,2,6,5,3,7,3,9,1,5,2,3,2,2,12,3,12,14,13,12,0.17146915815076,"C2"
834,"Mujer","50-99","Q2","Técnica superior","Ninguno",2,2,1,1,1,1,3,3,3,1,5,3,10,5,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,5,2,3,3,1,3,3,2,3,5,5,1,1,6,1,5,2,2,5,5,1,1,1,2,1,1,1,2,1,3,1,1,1,1,2,3,2,3,5,5,5,2,7,1,7,7,7,7,4,3,1,3,1,1,12,3,11,13,18,12,0.25143173003087,"D"
835,"Hombre","50-99","Q1","Básica hasta media","Ninguno",3,3,3,2,2,2,3,2,2,1,13,3,12,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,4,5,4,3,4,3,5,4,2,3,4,3,5,6,1,3,3,3,2,1,2,2,1,1,2,2,2,1,1,3,1,1,1,4,3,2,3,4,5,5,2,3,5,5,2,2,5,6,2,3,3,2,3,12,3,13,12,13,12,2.5282365877947,"D"
836,"Mujer","30-49","Q2","Universitaria o más","Ninguno",2,2,2,2,1,1,2,1,1,2,4,3,6,4,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,2,5,2,4,2,4,3,2,4,4,2,2,2,3,2,2,2,4,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,2,2,2,5,4,2,2,6,6,4,7,7,8,5,4,2,3,2,3,12,2,12,13,17,12,0.10521020428823,"C3"
837,"Mujer","30-49","Q2","Universitaria o más","Ninguno",2,2,2,1,1,1,2,2,2,5,9,3,12,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,4,3,3,4,3,2,4,2,2,4,4,4,6,1,1,3,3,4,1,1,1,1,1,1,1,2,0,0,4,0,3,1,4,3,3,2,3,2,3,2,6,5,5,4,4,9,4,4,3,2,3,4,12,2,12,13,19,12,0.13350641580052,"D"
838,"Mujer","50-99","Q2","Básica hasta media","Derecha",2,3,2,3,3,1,3,1,2,1,5,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,4,3,2,5,2,5,4,4,4,5,5,2,3,1,1,1,4,4,1,1,1,1,1,1,1,2,1,2,2,1,1,1,4,4,1,3,2,4,3,2,5,6,6,6,5,4,1,4,3,2,3,4,9,3,13,13,18,14,3.376354187105,"C3"
839,"Mujer","30-49","Q1","Básica hasta media","Ninguno",2,2,1,1,2,1,2,1,1,1,5,2,12,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,3,5,1,5,3,1,4,1,3,4,4,1,3,2,7,1,2,3,2,4,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,2,2,2,4,3,3,2,7,7,4,4,7,5,1,2,1,2,3,3,12,2,13,12,18,12,2.24048013053387,"D"
840,"Hombre","30-49","Q1","Técnica superior","Ninguno",1,1,1,1,1,1,1,1,1,3,1,3,2,5,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,5,1,1,1,1,1,1,5,1,4,5,5,1,3,2,6,1,2,2,5,1,1,1,1,1,1,1,1,3,3,0,1,3,0,0,4,1,1,2,5,1,1,2,7,7,7,4,7,6,1,2,2,4,1,1,12,2,11,12,17,12,0.10205439297262,"E"
841,"Mujer","50-99","Q1","Básica hasta media","Centro",1,2,1,1,1,1,1,1,1,2,3,3,12,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,3,4,4,3,3,4,3,4,5,2,2,3,3,5,6,1,3,2,4,4,1,1,1,1,1,1,1,1,1,3,2,1,1,1,3,1,1,1,5,5,3,2,7,7,7,7,7,3,1,2,2,4,2,4,6,3,13,12,17,6,4.03583030741315,"D"
842,"Mujer","18-29","Q2","Técnica superior","Izquierda",4,4,2,2,2,3,2,2,2,1,13,3,12,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,2,3,4,4,3,3,3,4,3,2,4,4,2,3,1,2,2,5,3,1,1,1,1,1,1,1,2,0,0,4,2,2,0,4,3,3,3,3,5,4,2,5,4,4,5,6,7,1,3,2,3,3,3,5,1,11,13,13,13,0.14029295391866,"C3"
843,"Hombre","18-29","Q1","Universitaria o más","Centro",3,3,3,1,1,1,1,1,1,1,13,3,11,5,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,4,3,3,4,3,4,3,3,3,5,3,3,2,1,1,3,2,4,3,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,3,3,3,4,3,3,2,2,7,5,1,7,10,4,1,2,3,2,2,6,1,12,12,13,6,0.06167237941038,"E"
844,"Mujer","30-49","Q2","Universitaria o más","Ninguno",2,2,2,2,1,1,2,1,1,2,4,3,6,4,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,2,5,2,4,2,4,3,2,4,4,2,2,2,3,2,2,2,4,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,2,2,2,5,4,2,2,6,6,4,7,7,8,5,4,2,3,2,3,12,2,12,13,17,12,0.10521020428823,"C3"
845,"Mujer","18-29","Q4","Universitaria o más","Derecha",3,3,4,2,2,2,2,2,2,1,13,1,15,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,5,4,1,5,1,4,3,2,1,4,4,3,2,1,3,3,3,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,5,3,3,3,4,3,5,2,4,4,3,4,3,8,2,8,3,2,3,4,7,1,12,15,13,14,0.48661394269003,"C3"
846,"Mujer","18-29","Q1","Básica hasta media","Ninguno",2,2,1,1,2,2,2,2,2,1,13,1,12,4,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,2,1,5,2,1,3,4,3,3,4,3,2,3,2,3,1,2,2,4,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,4,2,1,3,5,4,3,2,6,7,5,3,2,5,1,2,2,4,2,2,12,1,13,12,13,12,2.13637818021955,"D"
847,"Mujer","50-99","Q4","Universitaria o más","Centro",2,2,4,1,1,1,1,1,1,1,13,1,12,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,5,2,4,4,3,4,3,4,4,2,3,4,4,2,3,1,3,2,4,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,4,1,1,2,4,4,4,2,7,6,5,6,6,9,1,8,2,2,4,5,6,3,12,15,13,6,0.65543564502457,"ABC1"
848,"Mujer","50-99","Q3","Universitaria o más","Derecha",2,2,2,2,2,2,2,2,2,1,13,1,1,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,2,4,4,2,4,2,4,4,2,2,4,3,5,3,1,1,3,4,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,5,1,1,1,4,4,3,2,4,4,4,1,1,9,1,5,1,4,1,5,8,3,12,14,13,14,0.17146915815076,"C3"
849,"Mujer","18-29","Q2","Universitaria o más","Ninguno",2,1,1,1,1,1,1,1,1,1,13,1,5,4,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,2,2,1,2,3,4,2,4,2,2,4,4,2,2,7,5,5,3,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,3,2,2,2,3,3,3,2,4,4,4,4,4,8,6,3,3,3,3,2,12,1,12,13,13,12,0.09444443264706,"D"
850,"Mujer","18-29","Q1","Universitaria o más","Izquierda",1,1,1,1,1,1,1,1,1,1,13,2,9,5,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,NA,0,2,1,1,1,1,1,5,1,5,1,1,5,5,1,1,6,1,NA,2,2,5,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,4,1,1,3,5,5,1,2,7,7,7,7,7,8,4,1,1,2,2,2,3,1,12,12,13,13,0.10710030829931,"C3"
851,"Hombre","18-29","Q1","Técnica superior","Centro",2,2,3,3,3,3,2,3,2,1,7,1,14,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,4,5,1,1,1,5,1,5,2,5,5,5,1,1,6,5,2,2,3,5,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,3,1,1,5,5,2,2,4,5,1,3,6,2,2,3,3,3,3,6,1,11,12,18,6,0.12189584947017,"C3"
852,"Hombre","50-99","Q5","Universitaria o más","Izquierda",2,2,2,2,2,2,2,2,NA,1,13,3,12,4,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,2,2,4,2,4,3,4,2,1,5,5,1,2,2,1,2,2,2,4,5,1,1,1,1,1,1,2,2,1,2,1,1,1,2,4,2,2,2,4,4,2,2,2,6,7,6,6,10,1,10,4,3,2,2,5,3,12,16,13,13,1.10902668603265,"ABC1"
853,"Mujer","30-49","Q3","Universitaria o más","Izquierda",1,2,1,1,1,1,1,1,1,1,5,3,12,5,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,2,1,3,4,5,2,5,2,1,5,5,1,2,1,4,2,2,2,4,5,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,1,1,1,5,2,1,2,5,7,6,7,7,9,1,5,2,4,2,1,3,2,12,14,18,13,0.1335068259365,"ABC1"
854,"Mujer","18-29","Q2","Universitaria o más","Izquierda",2,3,1,2,2,2,2,2,2,5,14,1,12,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,2,2,4,2,5,2,1,NA,5,2,2,6,1,2,2,3,3,4,1,1,1,1,1,1,1,2,2,1,2,1,1,1,4,2,NA,1,4,4,2,2,4,5,5,5,5,8,2,4,3,3,2,4,4,1,12,13,19,13,0.16938614721748,"D"
855,"Mujer","30-49","Q4","Universitaria o más","Izquierda",1,1,1,1,1,1,1,1,3,1,13,1,14,5,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,5,1,5,1,5,1,1,5,5,1,1,1,3,2,2,2,3,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,4,1,1,3,5,5,1,2,7,3,3,7,7,9,1,7,3,3,4,3,1,2,12,15,13,13,0.38353834970751,"ABC1"
856,"Mujer","50-99","Q4","Técnica superior","Derecha",2,1,3,1,1,1,1,1,2,1,13,2,12,3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,5,5,2,5,2,5,2,5,2,1,5,5,2,2,3,2,1,2,2,4,3,1,1,1,1,1,1,1,3,3,1,1,1,1,0,5,1,1,2,5,4,2,2,7,4,7,7,7,7,1,8,3,3,3,3,7,3,11,15,13,14,0.97362015067319,"C2"
857,"Hombre","50-99","Q3","Técnica superior","Derecha",4,2,4,1,1,1,1,1,1,1,7,3,12,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,5,5,4,5,5,1,5,1,5,5,4,1,4,4,3,2,1,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,5,3,3,2,3,5,5,2,6,4,4,5,5,6,1,5,3,3,3,3,7,3,11,14,18,14,0.1951570357044,"C2"
858,"Mujer","30-49","Q1","Técnica superior","Centro",3,3,1,1,1,1,2,2,1,1,13,1,12,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,5,4,3,3,3,4,4,3,2,4,4,2,4,1,3,2,3,3,1,1,1,1,1,1,1,2,1,1,1,2,2,1,4,3,1,2,4,5,3,2,5,6,6,5,4,7,1,2,2,3,2,3,6,2,11,12,13,6,0.1253933385224,"C3"
859,"Hombre","50-99","Q3","Técnica superior","Derecha",2,2,2,2,2,2,2,2,2,1,13,2,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,5,4,2,4,2,4,4,2,1,4,5,3,3,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,4,2,2,2,4,5,4,2,3,5,5,3,2,7,3,6,2,2,3,4,7,3,11,14,13,14,0.14667141999871,"C2"
860,"Mujer","30-49","Q3","Técnica superior","Ninguno",1,1,1,1,1,1,1,1,1,1,5,2,12,4,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,2,1,1,1,1,5,3,5,2,2,5,5,1,1,2,2,5,2,2,4,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,4,3,1,2,7,4,7,6,7,6,1,6,2,2,2,3,12,2,11,14,18,12,0.19831838102018,"C2"
861,"Mujer","30-49","Q4","Universitaria o más","Ninguno",3,4,2,2,2,2,2,2,2,5,14,3,2,4,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,2,4,1,3,2,4,3,4,3,3,3,4,3,3,7,2,1,2,2,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,2,2,3,3,5,3,2,6,6,6,4,4,9,1,8,3,2,3,3,12,2,12,15,19,12,0.68787626275319,"C2"
862,"Mujer","18-29","Q2","Técnica superior","Derecha",2,4,4,3,1,2,2,2,2,1,6,1,7,4,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,1,4,3,4,3,5,2,3,4,4,2,3,4,6,1,2,2,3,3,1,1,1,1,1,2,2,2,2,1,2,2,0,1,4,2,2,1,4,4,4,2,4,6,5,5,5,7,4,3,2,2,2,3,8,1,11,13,18,14,0.18667002076628,"C3"
863,"Mujer","18-29","Q3","Universitaria o más","Izquierda",1,2,1,2,1,1,1,1,1,1,13,3,14,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,5,1,5,1,1,5,5,1,1,3,1,2,2,2,5,5,1,1,1,1,1,1,1,2,2,1,2,1,0,2,5,1,1,1,5,3,1,2,4,7,5,7,7,8,2,5,2,4,2,3,1,1,12,14,13,13,0.12730354800028,"C3"
864,"Hombre","30-49","Q3","Universitaria o más","Centro",3,4,3,3,1,2,3,3,2,1,13,2,6,5,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,3,4,3,3,2,3,3,3,3,1,4,4,3,1,4,2,2,2,3,3,1,2,1,1,1,1,1,2,2,2,1,1,1,1,3,4,4,3,4,2,3,2,3,5,6,3,3,9,1,5,2,4,2,3,6,2,12,14,13,6,0.0577782971487,"C2"
865,"Mujer","30-49","Q1","Universitaria o más","Izquierda",2,2,2,2,1,1,2,1,2,5,8,1,12,5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,2,2,3,5,2,4,1,1,4,4,2,2,3,1,2,2,2,4,4,1,2,1,1,1,1,1,2,3,1,1,1,1,1,4,2,1,2,2,3,1,2,4,3,4,6,6,9,4,2,2,3,1,2,3,2,12,12,19,13,0.15139673024037,"ABC1"
866,"Hombre","50-99","Q4","Básica hasta media","Centro",2,4,2,1,1,3,3,1,1,1,13,3,12,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,5,5,4,4,3,4,4,3,2,4,4,3,2,1,1,1,5,3,1,1,1,1,1,1,1,2,1,1,2,2,1,1,4,3,3,2,4,4,4,2,1,5,4,3,2,5,1,7,4,1,3,3,6,3,13,15,13,6,4.03583030741315,"C3"
867,"Mujer","30-49","Q5","Universitaria o más","Ninguno",2,2,1,1,1,1,1,1,1,1,5,3,12,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,4,4,1,5,2,3,3,4,3,3,4,4,2,1,2,6,3,2,2,4,4,1,1,1,1,1,1,2,2,2,1,2,1,1,1,3,1,1,1,5,2,4,2,3,7,7,7,7,8,6,9,2,4,3,4,12,2,12,16,18,12,1.49954487986896,"ABC1"
868,"Hombre","30-49","Q2","Técnica superior","Derecha",3,3,3,3,1,2,3,2,1,5,14,3,11,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,2,3,3,1,1,1,1,1,1,2,10,0,0,0,0,0,0,3,5,3,3,3,3,3,2,4,4,4,4,4,6,4,3,1,4,1,1,11,2,11,13,19,14,0.11419882033353,"D"
869,"Mujer","30-49","Q4","Universitaria o más","Derecha",3,3,2,2,2,2,2,2,2,1,13,3,6,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,2,5,4,2,4,3,4,4,4,4,4,4,5,1,1,1,3,2,2,1,1,2,1,1,1,2,1,1,2,3,1,1,1,5,2,2,3,4,5,3,2,6,4,5,4,4,10,4,8,1,4,2,3,11,2,12,15,13,14,0.38353834970751,"ABC1"
870,"Mujer","18-29","Q3","Técnica superior","Derecha",2,1,2,3,1,1,3,1,3,1,13,3,14,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,2,2,1,4,2,5,2,1,3,5,1,1,5,6,2,2,2,3,3,2,2,2,2,2,1,1,3,2,0,1,2,1,1,2,4,1,3,4,4,2,2,5,6,5,6,5,7,1,6,2,3,2,2,8,1,11,14,13,14,0.18910369084462,"C3"
871,"Hombre","50-99","Q2","Técnica superior","Izquierda",3,1,1,1,1,1,2,1,1,1,13,2,14,5,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,4,1,5,2,5,2,2,2,3,5,5,1,3,6,2,2,2,2,4,3,1,1,1,1,1,1,1,2,2,2,1,2,0,1,5,1,1,1,5,5,1,2,4,7,7,7,7,7,1,4,1,4,2,3,4,3,11,13,13,13,0.10881314201303,"C2"
872,"Mujer","50-99","Q3","Básica hasta media","Derecha",4,4,2,1,1,1,1,1,1,1,13,1,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,6,1,1,3,3,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,4,1,1,2,4,4,4,2,1,1,7,4,7,5,1,5,2,3,2,4,11,3,13,14,13,14,3.42037267558685,"D"
